venue_xref_id,concept,city,country,start_of_day_offset
dac968aa7ae8ccc17cea8cc7f15a7e21fa42e92b1e3870a82d4589386a56f056,BAR,West Kelowna,CA,00:00:00
a7397a330350341b1ff74f0d31493f93720a629e21c3dd51c375928182368e1a,,Red Deer,CA,00:00:00
dc88adcedcc97fa304ce875522a066ef66aacb2438975ac2fcfc0f229d9caec4,FAMILY_DINING,Calgary,CA,06:00:00
51d473f56b2fa3fdf3f88005e07c3d5fc34e903e4cd8aa759daf38d593db494a,FAMILY_DINING,Rye,US,06:00:00
72e5b999007a76f92bd646c4dfae809a8696895ae360ec9ca6268d76e44fed37,FAMILY_DINING,Calgary,CA,00:00:00
1142598a596c7ee92155523159d5236fdfad89e8231b25f2a8c62afd50444e9d,CAFE,Ottawa,CA,00:00:00
3f8de1592f374f220e4be4456c7c0ec226729af98e99ec33bc7988cd27a9f1b2,CAFE,Okotoks,CA,00:00:00
3aee4db94ffc279ce29fd15edf5db72536d8936e9f8eec77b19a68d7a7970948,FAST_CASUAL,Chicago,US,00:00:00
847654ea35f3cc179ac90db2b951ae2aff124425dd59d6768dd64125d9ce2bb6,FAMILY_DINING,Fredericton,CA,00:00:00
a5e7ca5ac03daf90be51206c1d4ce3b11704a10cdaa5614a49081d93674c765f,BREWERY,Ridgeway,CA,00:00:00
752920b4daca16d71d67eac5e4ef5944abd6fcaa05b2c5b0e808ba214a23e6f8,FAMILY_DINING,Edmonton,CA,00:00:00
4e44ca6b03299742fbc81a8e557ae0adaac766cf19b16436e389a2bb20b0f1b3,BAR,Slaton,US,03:00:00
b608ba87efab5acafe841b496ab8536c7a32e4323b5124e6f6acb777db79ad85,FAMILY_DINING,Kingston,CA,08:00:00
59d8319d3032484be5981f7b1bb5e9c089b6752ca4d8869f9545d8a61edfb10b,,Palatine,US,00:00:00
c0a02f0e3a88da44f1343de3346fc0755047d147f56ff3c9a9bc7c564fac6e6d,FAST_CASUAL,Ossining,US,00:00:00
312ca5b6c7ebb7d428b15988c4436bdc5dfa1f4590b96cb353e1275df8a335dd,FAMILY_DINING,Shelburne,CA,00:00:00
31ca2bd7978587b32b193adc1bb564ed0fea80accdca2b3d7d7718235bebf432,FAST_CASUAL,Venice,US,00:00:00
90cada10fe6b8e2b8031b354e2a7aca40fdf4431f18511c04433d26726414880,CAFE,Othello,US,00:00:00
3e8085d7a382a645678556aba5d78411e27a0df639c0f4c15fabe3b6460198c3,,Plummer,US,00:00:00
c8828843cba35152cae57e6692e0b3f246818dcbcc58a8d8d2adf15500e6cdce,CAFE,Charlotte,US,00:00:00
7f95077cabf282c44a71c2e9c3f684eafece08866369c2b53b0e345c6351f1f9,BAR,Holyrood,CA,00:00:00
0584e63a8a4c5040f307ebfc90a206bf66fa75010c6ffc3e82a2ece037d40591,,Fairplay,US,00:00:00
7d5f0217cb6f3fce85b9e8709ebaf6b599c60ad3daa7d0401e54023372d9bb4c,BAR,St. Catharines,CA,06:00:00
41dc12a65855bc797c73b034c5e6e8d3f6451ecb21f7011887ef96a08a1f24c3,FAST_CASUAL,Houston,US,04:00:00
f9d45aa57431f3d5b2d9f7d894f9aa94db91d780effa52b88ef70c0a44b0a8f5,,Bonavista,CA,00:00:00
108734f637de600294ade137956da974d5ad81afbdfc841be22577b093117760,FAMILY_DINING,Vancouver,CA,04:00:00
68310a3a6e23db381ef691fafdaeda10c939096e376ce3010dbc0cd58a8f8b8e,,Listowel,CA,00:00:00
56acd2f85500d246e0851f77035f8b4414a57c4f31735c8f37c9cec0f3739d47,,Honolulu,US,02:00:00
5360cee98eeefb516de1d68233b8717de1d140e7f3c1f8b7395de7bcd08b5a08,FAST_CASUAL,Gainesville,US,00:00:00
4b81be8641972b18a7bc19c57deb549c5659a910de701fa32ebf94d6e0373cf9,HOTEL,Summerfield,US,00:00:00
0d01479fe405519782ebe97e3daf1a69b2d2cb8ba346593074741b0bd4b2caba,,Murphy,US,07:00:00
052dcdcf2185a3e75c360ecb53d43c7d9849f3db9798c17a63b95e7c168b7e73,FAMILY_DINING,Hugo,US,00:00:00
f09d69b58ce2e1fcd49714bdb3ee89ff2d5cbc4f140a2ba3bd1dd2d33188a046,CAFE,Toronto,CA,06:00:00
afaf75bec88937db8ad2aff81d874f2050d531543423c2a105acfc9383580218,FAST_CASUAL,Canmore,CA,00:00:00
851de06e0f9df4d94a6e78d72677e0d064a858c095bd251d5381ff54e04ef8a6,,Rockford,US,00:00:00
5e541d3f616c015927b386d99139b748de0cbd49bc60a72a208a0d940a107890,HOTEL,Morris,US,00:00:00
2fa7a06027ffa34b7dd627ada34d0d7af74aaa4508d96fed544a084e6660ac7a,,Toronto,CA,00:00:00
50adb203dbbb09e50b32fcec4a5ddb4c0873ddaa4dd5a8897f6d762f4f43ea77,FAMILY_DINING,Seattle,US,00:00:00
3b8800ccfa178bf7ea539e25e723d2b4ffadd2b53428ed7c9a57b54f332c57ff,,Marion,US,04:00:00
0fd278d47ded9a46e983f3b8f8e72118f913558daf9be7d79c1e5858c9dc973b,CAFE,Brampton,CA,00:00:00
7a7b24d25b60f5513495cf9798dbf3678a42379e698dd145b23a0185b267275b,FINE_DINING,Prince George,US,00:00:00
8199afb70ed38307373d3875c7c06b7d6cdff7ce44bfebeceec1e4190ffcc72c,,Blue River,CA,00:00:00
6eb5d0be4bfc698e2bbc81f40b0fab754ee5e51b35cee16962e56cbbe7adb064,FAMILY_DINING,Eads,US,00:00:00
8e0609bf73b705bf23f9ba979df1837440604312ab67628c4b1003fd1b12934b,BAR,Redondo Beach,US,10:00:00
375fb21368d838417508398c4cd497da230ed4df114a71e60569e05410282e1d,BAR,Prattville,US,00:00:00
abf2a65cfcab0df0189d4945cd41362fa06750205a4e077fa06a1cc8070f115a,FAST_CASUAL,Waterloo,CA,00:00:00
17f2d6cf7ddb0ee5b513eef11d49e6ba898609ae272ac8ef093fd2e98c45beb0,FAMILY_DINING,Roseville,US,00:00:00
9518195f7485a0df9f09be56606b1e2b2958b2e3f452f09eb0e28857b00d9120,BAR,Toronto,CA,05:00:00
d32b9daeaf276d0da28ef3744ed9c4047caced9fd7010dec71219a7ed31536c7,FAMILY_DINING,Chicago,US,01:00:00
885332b7f22a142e21b7459473003fddc17bfca5753ceb2f0f0d63cdf9de4288,BAR,Grand Forks,US,03:00:00
3d0ed24a6be051df729aa41143ef2c850f9d4419475e8e216a7cf536f367d258,FAMILY_DINING,Victoria,CA,00:00:00
d9358bc6c2ec903f6bd1f70fa1c0aa6fc2f7c00cb1e8c2426e22bd81330a1610,FAST_CASUAL,Dartmouth,CA,00:00:00
799993266b09c1113a228cad3b7379c99de41c184aa43edd9cda1403abe02764,FAMILY_DINING,Houston,US,03:00:00
2bb77a315b88ce8fdf5bc840d095eb70e6d6c5c191ebf23f9d1262747a20b8f6,FAMILY_DINING,Milwaukee,US,00:00:00
d086385424a3f86cf3308d7b2b24b9af24fcc79d90fbc1e378a0fa48f0d9b5fe,CAFE,Portland,US,00:00:00
c60dc7a742e43b815ba4c4f14ae3efd67b9ffc810c971c92a48a3b3cbc6d5919,FAMILY_DINING,Dennis Port,US,00:00:00
da7b13d0c57a618398b0c998fdd1b14ef6ba88f43f269409e39c89e100966ecf,BAR,Woodbury,US,00:00:00
09e64fc8f567192b576182d258f8a355e6843e09059999f630fe89dca948bbb7,,Coram,US,00:00:00
658ff36b3a81abe17154a47888019edb1107d3e1f3b2e1bc2ecfd4f1a746b994,FAMILY_DINING,Westport,US,00:00:00
25c8933d1bad8abecef0dad271d1e9ce136c0df05d013eaf48f18394108866e3,FAMILY_DINING,Springville,US,00:00:00
5011f538e00148641faf4d15d726934ef5d874c71e3512fdee384d111b01d082,,.,CA,12:00:00
7eef9144c5d079c069970719224a30b97699cd04a57a12acc180c30bfb33ae93,,Waterloo,CA,00:00:00
9a19e78a140cac85f15f3cb84262a3d83c161737e04d632a75bcc7e0ef3ccee6,ENTERTAINMENT_COMPLEX,Toronto,CA,05:00:00
31c089e6fbfabfdb9fa508ca75a7d82214a4f9ef4d0f78f4e9b5535c3cd9a4b9,CAFE,Prince Rupert,CA,00:00:00
8fcbbfaced8b2287c2ae055c416e493d36497aff9bdc3dfdd1929f72cbdf5330,FAMILY_DINING,Niagara Falls,CA,00:00:00
8a6f6521e962f0793d435cbc848235fe29154b3007b4e11bc188a996f07ada15,FAMILY_DINING,Edmonton,CA,00:00:00
d9c63a7fdb451418ab815aa0c54e1c0f4c2a0180bed94fcb68fe53b6100fccbd,FAST_CASUAL,Calgary,CA,00:00:00
9014f4a8d2bf82fc89dacbc02386021430f3ec73505759be0b3ed2f04b6cf913,FAMILY_DINING,Aliquippa,US,00:00:00
340799d186c8195376d2cf6a756516a830ffc5feac81996d8b4e6d62d30d214b,HOTEL,Jackpot,US,04:00:00
4dd6e117403f7d2f383eb4599c5fc70f6f61d1a3d2cbfd1879e09856514e4cd7,,Mariposa,US,00:00:00
2c581f3870084a262b09a5e861fc23c1a9c15510af86926770bcdd135bcbb915,,Highland,US,00:00:00
7cd024c525a7952ce599081035cf063cb3b0c52626072b2014a79055ef37d670,BAR,Calgary,CA,05:00:00
a5c44cf41754d8cc7b5e5e6a4ccf3bf832d148b98be8be80422a787a9a0c78b6,CAFE,Clovis,US,00:00:00
5775c4fe6e3b8b197b97624a74e2324e28bdbcf788f02961eb06303e1e624d17,BAR,Lantz,CA,00:00:00
3dac8c55c94b122c13b32af9548b12b75aac993d45f457cfb74e97e19d8997bb,FAMILY_DINING,Norfolk,CA,00:00:00
6c493ad111d423184fc30017d5a21b690928aee82ca588152cdd0c4aa75b7016,,Albany,US,00:00:00
91b312827ed3ed862a9974ff0951787ca3a7895d9c03ab2bf538467a367f6a6e,FAMILY_DINING,Toronto,CA,04:00:00
4e92638c77e26cdface21d295892d7b9276019b0e6c0c1ad922d9a50a69a5b0d,FINE_DINING,Oakville,CA,06:00:00
6e7d906bb3f2d6ab38ee04273694b3d5e11cc55c2bb1224d85549b34bf1a6fe0,FAMILY_DINING,Kitchener,CA,00:00:00
ab4e225c837ae25f01d79a63083b6426959e3cf6c8f6e055866ce4907af600ce,,Leamington,CA,00:00:00
6c13832ce33365da57b337cbb5da6840e6d000cdb9d1982da3dce5f1b8cc3299,FAST_FOOD,Troy,US,00:00:00
a55a77281f24c90b9413ab90a13a22323e70cb537978bcf9edb3e316f3acf735,,1,US,00:00:00
c13af3ae78016ef0b8a2eb149c3dde7dd2a5a78d791871f63be2e12086f3d105,FAMILY_DINING,Gilroy,US,00:00:00
1c727d610a27577d4cd964113be266cac66bb063b98530f6e2e4dd65445a5348,,Davenport,US,00:00:00
9e84d47c3210725b4e0209ea22b028098d2e5c79a0bfbaf43e119dcb10a480af,FAMILY_DINING,Toronto,CA,00:00:00
cab1de2a05f68d1d531ad0631ba95df3fba24939894c008404f3871b6be7c98e,,Lewisporte,CA,00:00:00
2a0aafc831d9d272aca3f7e88ce7fa8b8409da424aab55731e2bf01c7ad793fb,FAMILY_DINING,Toronto,CA,00:00:00
df03bfef28d6c150480fc59dbb3c6d4c5a2f6a2effdb665e28633343772c0409,FAMILY_DINING,Kansas City,US,00:00:00
611902e5738238198968b7dd4e7211e345f98f1cbf654e4fe1886e7ddf3616b8,FINE_DINING,Victoria,CA,09:00:00
a9d888aa2ee08a3c7254d4004f553f62b1a176e321c1720927411b94db79c37d,FAST_FOOD,London,CA,10:00:00
1f679114a0bef51573d1761acf0b715376a8d6eb1d02e0be7b3357eab2b465eb,BAR,Toronto,CA,06:00:00
24798f32b5baf96126490a95580b44331f1a6629e3c702003c03fe5cbf29a5ce,BAR,Houston,US,05:00:00
2ecbd21d605e91db8f1506050f6ee40149b28fa863cd10546ca875167c0d54fc,FAMILY_DINING,Ashern,CA,04:00:00
8c150f2d5d51f9faee91b53d382b7fe38d564051564b988e971e07dc152f7ff0,FAMILY_DINING,Welshpool,CA,07:00:00
6af0e35f8c85476df0a6739b9505d04ff748377d60b4cb5fe2b7078923de2bd6,FAMILY_DINING,Dublin,US,00:00:00
7cab221310edf5f3c75fc38259bcb7640d080b4b05d5bbde9c62508aea9f596b,FAST_CASUAL,Los Angeles,US,10:00:00
df6ca664adfe237e23a378b092b16068e4f307695e8b0ea95bf6f1c59e610e62,,Placerville,US,00:00:00
aa005c7663648529abf74214dd726fa56c25becc1199b7c32edf9ea9799ee0e4,FAMILY_DINING,St. John's,CA,04:00:00
b6302de161b5659084f9230894fb66b9aa3fdd2b965bce4c8795e1c9f531c4f9,BAR,Cocoa,US,03:00:00
68e559beb80a2ae3cbdbf07043ebf35fbbccd85494216a2f32b31da76ece5ac0,FAST_CASUAL,York,US,00:00:00
a6bc12f5f0d4a0bff36aa762c9351f2803d8dc9520efd10078bf6ad31999697d,FINE_DINING,Fort Walton Beach,US,04:00:00
2b8bf3b855a2dbb68ce10bc84a6ee3c937dcf922f9c7db9f84eb79db916574c2,FAMILY_DINING,Cortez,US,05:00:00
3bc3059c076f1a0bbc553a52350a4c0587d3eab52dd6d4411c3d2674eed0721e,,Calgary,CA,06:00:00
d60995836278d6cce6fe474425d68677f243f4c2599eac1d9aad40023caf8750,,Emo,CA,00:00:00
c0fbd575cd96c0d534b1bdab63318432316671cb323afe4f5a49690bea17f46a,BREWERY,Ozark,US,00:00:00
f9721e8ff9465fe8b41974b75c0fa79f420ad845ef36e94f848ccff284559941,,Canal Fulton,US,00:00:00
1991ea17fe5b93b7449f5af024da07cf10ab50f635f0c8dc9d384d93f97cd8ca,,Carmi,US,00:00:00
695df442b2dc2606aa19d97088b1676d2346c0d93267661d6a7517e212494c62,FAST_CASUAL,Katy,US,00:00:00
75b7e93345040b10fe31d07c27ad70eded89cb666de3a4432391d88e3a2f36c6,CAFE,Kelowna,CA,07:00:00
80276b627490649aa1bdf2ef04b3bead75869183cd50ab01f9abe53b00e1cce1,FAMILY_DINING,HOUSTON,US,00:00:00
c49c16b2d445dcfff458178f52f98d8bd7c41fdca4ab83e339badf98155313f0,FOOD_TRUCK,fountain,US,00:00:00
16faff580df4590b8d88e02105d2c255dba0336d735f2a2edb9ce06fbe3314e1,FAMILY_DINING,Glendale,US,00:00:00
5dc459c71f4739c3dbd5872b4d442295864cf5715f704b19e02e1a581453561a,BAKERY,Vancouver,CA,00:00:00
4567f6e4059f4e6d795b79a102336e253421f7d965ee912fdd3485b3f4a88abd,FINE_DINING,Stone Harbor,US,10:00:00
e832a0253523f9e2e4a0a7bb28f4bf44eb0ca8c38eab1257489a4839cc2a27d1,FINE_DINING,Cherry Valley,CA,09:00:00
504fa19567bbc2b78ef159360a53c81ac87bf69b03aa18aaa5faf2f1f63dc56e,,Lewes,US,00:00:00
2934118e292b0506a41e364633d2b2323e3341279b77691d52d0e224cc819d68,,Saskatoon,CA,00:00:00
cfbe7073735f4f879925c8730592cfc272831f864c0ccf03cf754bcce7318a81,BREWERY,Front of Yonge,CA,00:00:00
40a30cd55f33950585a7d8e23cca9ae34541fdb4e3a854b515bc0cfdf87a3f00,FAMILY_DINING,Barrie,CA,05:00:00
6502a5ac60c605c0ecf4a1e2e442ce72cd372b9607224d3aa702982dd42aa79a,FAMILY_DINING,Kitimat,CA,00:00:00
ee17c7fd28516911bf666e0df172e94d23490dbdaaf7f1878a996e96a3879259,,Toronto,CA,07:00:00
7761e772ca6b4e505cc93236479586d4ad2b7cbbb9c87440d73d713472c9dba6,,Grand Falls-Windsor,CA,00:00:00
9f79060e92c65355d1ea076dde2d70844b20d4f7a2a4bfb1c178b5d5353d2bff,BREWERY,Nepean,CA,00:00:00
02be6761f02f2291c1fe54c103440f7b9ba65da74dc84f1e08736d7a67824643,CAFE,Banff,CA,00:00:00
72267bef6fe2709542ba5dfcdb36385069801ca0c78f60e72843217562666840,BAR,Shamrock,US,03:00:00
6133d1279cf8b4a953c9e089b5cae6a6be4f84c121f344a9102eb834817eb37d,FAMILY_DINING,South Windsor,US,00:00:00
172972fc29f2a75974e21a024d6e2fa7287ec184c903b7bfd46afa637e64744b,,MESA,US,17:00:00
1166ea4163dc742cbf63deadb48d1fc0c509f467e898b94a0bcdbaa46994e51d,BAR,Tofield,CA,04:00:00
b406cd1ecfa26b4c9c062d8b5b27d62dad77f9aa2a16e891b595acc64806d532,CAFE,Toronto,CA,05:00:00
1ae2694fc0bf80ccc8b9ac2a308ee03fe3ebabdb76e3df26bed3721ca72bcecd,FAST_FOOD,Vaughan,CA,08:00:00
74a8a47330e8f99a0fafb96c58d5e31d8bbf7ecc9179bc3c26fd91e8bad17e35,CAFE,North Vancouver,CA,00:00:00
77ec6841b64d0d0c12287f7c9647c5defb2893f6db31258cb631e4ca90720078,CAFE,Venice,US,00:00:00
561cfb6e8acdaf1ad846047a22892e70bf06707021d8f0ef0c888cb06cfc7624,BAR,Collingwood,CA,00:00:00
2274a2f6a1e25c53862693a226628872d1260fa37511929f28405e1b1368226d,FAMILY_DINING,Toronto,CA,04:00:00
411e216c93037b154af7c33c0a4f001b0d92c12c5c309c918d48e19f0dd8c1d8,BAR,Philadelphia,US,12:00:00
867e040a6446d8501971d239362ac7b20bf6ed31f5e5831687acceda20c2db5d,BAR,Belleville,CA,00:00:00
decfe6c6693ff6bc17213675958f0abc93c727fc806cc9fcab0a7dff96fc211b,FAST_CASUAL,Orangeburg,US,00:00:00
9f54f400f5181981257a7eb0256470182019d3c72cc8f199aa86d2eb9fddd833,BAR,Yonkers,US,00:00:00
54fd2e96f3aea012b5ba30ba86d9e6d5a285862026add5bfafb3d4b8506d3c52,CAFE,Winnipeg,CA,00:00:00
672d408501084b6db6052bc81f7ade400a5b0f2c04b35b82fdf3edf26d71779c,FAMILY_DINING,Worcester,US,02:00:00
aa174c2dab4234b15c063964a78f01815a80fb465f3ec30174af6c5926e92610,,Summerland,CA,00:00:00
362c5c7f8ca4194ada55ffafd9d514344c37087827fe29afab5d1f43e62e7926,,Toronto,CA,00:00:00
e6905a7ea93c8ca521ae87f1868bf7fd52d3e9d0acd25e2a12b5f204324051b8,FAMILY_DINING,Swansboro,US,04:00:00
724618780674c44bfa4efc015f9416cc1d74c352e3d3a7637598ae2f513e0308,,Lunenburg,CA,00:00:00
ea40290f720c9cb4e9e93e29320536a3240daf4c3764de0c156437b17f6318c7,,Dwight,CA,00:00:00
94d923db6dd7dfaad09d5cb8dad7c0fa4a2896ab3d77d082c1a97545d251d1f5,FAST_CASUAL,Oceanside,US,00:00:00
2e1479168b5a99ddb9bf4463281c378919be2038c1db0f43eac659a4061672e3,FAMILY_DINING,Iselin,US,00:00:00
f13a044661e4e8c6ee854b4c1c8f2f64762a11c1f2d6634a175499aaf168bb5c,FAMILY_DINING,Comstock Park,US,00:00:00
089756a5e3b6aa8cd9753c7ee5cb66e7fbe22ab2dd0116a3adfa5bd72316ba7c,BREWERY,Kingston,CA,04:00:00
c592c02ad6aa86ff4bd672bc212f546148b17b8a247670241d4ec1e230a982dd,CAFE,Toronto,CA,05:00:00
f9e0bca5f77d918314dfafb040354dfd8710c5ed25312dbe471b908a3f8e9fc7,FAMILY_DINING,Rehoboth,US,00:00:00
c13273112efb6ee61d6ca291ad44a52c8975e0fa3f0edd3e9255a3ac9dbe903e,CAFE,Loveland,US,00:00:00
ea2f0a4504ae92fd4a4da3dab1aeb793f05413e5cb419dc957aacd4fc1ee5e3e,FAST_CASUAL,Fernandina Beach,US,00:00:00
71069595b4a2ca604b584f827262eff2c20a137e9bc2eb0a600cb4fb9a5d4f28,FAST_FOOD,APOPKA,US,00:00:00
bf8f14e8bb4dadb1a5c4b9680bab11b70a6fa37480b2813d0ad52c253ea8a81b,,Plevna,CA,00:00:00
4b6bcf7e147fc33dd2daf8d7c38fea986c297b5a2cd321bc16f26b8704a96649,FAMILY_DINING,Pembroke,CA,09:00:00
2293091e01f7ea667a55ac74798d2e822b22ad40809cafe2d6fedf9a70807385,FAMILY_DINING,Sea Isle City,US,00:00:00
23fd0d78ddeace19b67c01ede9732558489c406b1b42af39b878c59c41425c1d,,Vancouver ,CA,00:00:00
d29e85bc62bb78533cd3747f65e10cac50548317ba3614f410e18660500bc4b8,,Wellington,CA,06:00:00
8fa7f779f088ecdcfba58d05eb0fb8e016513ae508de7af248165503f7399832,,Hickory,US,00:00:00
cfb2cab4860b3efe5b7f0bbce22f9d87d6f916f3692dcfeff7dcf0b0b6f91637,,Vancouver,CA,00:00:00
0a0b1a40380acefd81877a5923e37d685589b3511b0608c1801ace1d8311c8e8,,Ajax,CA,00:00:00
ab6244112dd28d9e4b8a04e10ddbe02fd20461aa5ddee4ed62c7a3438867401a,,Christiansted,US,00:00:00
519b920baf1bfc104d8a948f0e1c2838a20f5487450c4d647c9e04f09c65053e,FAMILY_DINING,Hamilton,CA,00:00:00
8031175cc7c08700603cf77e9ee1846290defff0bd526e3e8f264d1738dc18c7,CAFE,Woodstock,CA,11:00:00
ea3a03b4971eeb62730e1de238225cc4e6145f0eb50ad28b1379f2a2ee71e16e,,New Westminster,CA,01:00:00
d82dc22564ccfbe61fb06696d6cdd5340c569cd5e300bdd861ebc2047cbf5dc1,FAMILY_DINING,Ness City,US,00:00:00
8656fa7508199018142ffdd35da58ead88ab20db3c00dddf633fc842dddb41b7,,Cape Dorset,CA,00:00:00
3faee68416a53f9c372df1981b0d5ee0f20d2dd9a10492eff1d7c38d2a17ff10,,Twin Falls,US,10:00:00
31856990e2346ed2d08d10ef283d7fd52a949c762329b06c0dda5c27c7b21cdf,BAR,Ottawa,CA,05:00:00
b9577e917f054c3b7c481faf30528b5cce82b753f56cfe0a94f06649b6daf958,,Toronto ,CA,00:00:00
40945869d0256f9b564f43d208d362bb58559a0c3a416c6a5bf3a31027380c48,FAMILY_DINING,Cedartown,US,00:00:00
1cf8d9231f1e364a8c3ee4503ba5c05854bb6789629fddc42e3e7dfbc73098f0,BAR,Toronto,CA,04:00:00
7a9f594bca8e7616653618091c65ad6be4dc01966d348bad5797513994f95311,FAMILY_DINING,Leavenworth,US,00:00:00
d78feb8e93ec9cf93c35078362a1e65db3005c8dfbbcf6c01e45fee1286e8477,,Toronto,CA,00:00:00
1bf696a5fad355eb1e916dcf3223b10f6ae3a8b06ecc1a7256c584d50387d9e3,,Toronto,CA,00:00:00
2ed742810cf90a4a71d2f1ecfb5b5214c13444915c5a0884b8dff7f9162504e0,FAMILY_DINING,Milwaukee,US,15:00:00
5bc4f10c326c9c08587f27fdde1bb6daa3da91a80315681253242ae06d72f21d,BAR,Bend,US,04:00:00
ed042e51f6834de1fbf9c990d47a8baea76f3827bae2d6a2aa36b10844551d7f,FAMILY_DINING,Vernon,CA,10:00:00
df8371648acbc7dbb872ddc670b9417ae3e0cbc7ccb547eb5ddde014c343b2be,BAR,Scarborough,CA,10:00:00
f21ce33c3743e9bef2b5e98c6e745b4013ce0b50df1dd0dd34e2e461d9ac889e,,Ottawa,CA,00:00:00
6c8d0437f3c085588a2849265797d1dd0a095101ce5544ff2ea4e68f76e525af,,Toronto ,CA,00:00:00
c18d8377320c4ee7ec6add3e7ff041e478fb94daf46df5a938a65fd98eae2c53,FAMILY_DINING,Indianapolis,US,00:00:00
39211439df1f887f82c86ca9ba948e3555cea92f6361585eb2f3484c461eadff,FAMILY_DINING,Wainwright,CA,00:00:00
9e18a1eda2b77e0e7d77211f2cb92d0c48e7d5cbb973f2e7c32e4cd1a80a0d45,FAST_CASUAL,Rancho Cucamonga,US,12:00:00
0879d0bfe26c46e940b6e90d2d0bdd1a46f9090b5b6b5c1be1b5c06ebe6bbde5,FAMILY_DINING,Kelowna,CA,00:00:00
08ca2e97defb2a29e30548345db8f7c68cbfe045d2c36891d5b6fbd8e117a7a4,BREWERY,Surrey,CA,11:00:00
1dde72623bfafdb43896f3a3eef13e274219cd3b7d8e6eaf4f87d021c11abc76,FAMILY_DINING,Washington,US,00:00:00
f82575781478af1f61e7fabe0affb9671753cf6b21007cfb74fb6eea63b26f2b,,Port Perry,CA,00:00:00
f959041d20c9e1921290a33074eb0ca2e747e2bbe20013ab71c9e24e28bbd5f4,FAMILY_DINING,Palm Springs,US,00:00:00
174204fbafd8f3cb81337a5f8e89fa07bca456d26630f68e82d4b6a3801caa5e,BREWERY,Whitby,CA,00:00:00
1fc4ef37566db934d64af787adc20b3d1bceb44aefdff4719ec53c334b224229,FAST_FOOD,Edmonton,CA,00:00:00
e4dc4e0761ccc6fbb4c064517e40f3582522c325f9a4e599dd9af29ceaf4a5cb,FAMILY_DINING,Tofino,CA,00:00:00
1112c0794b8e9aaeef71266ba8db9d5ccf8a81d167fc4ff30966de745a91be50,CAFE,Cambridge,CA,00:00:00
ee33bcdcdde3c347d76c0afeb208c770d0246c000c97c12252962dad2a0154fd,FAST_CASUAL,Markham,CA,00:00:00
2065161662cbad8bd29fc86ea93c16733d5ab6b768f840b25837b2da1f4e19c4,FAMILY_DINING,Vancouver,CA,00:00:00
6f48dbb134b5fb7bb2387ccc94ce11c1173c9dda2b6adc5e31ad500cfe6395e4,,Pemberton,CA,00:00:00
c1c8f43f3986836b8f7393858ee0807bc95a934a824ee1714e3c5634e2ef5c3d,FAST_CASUAL,Bridgeport,US,00:00:00
567333fa6594909dd015722d1fa06340695fed09673af2eb0ecfcdf2cafd3b0a,FAMILY_DINING,Hamilton,CA,00:00:00
392169e32a3cdffc3a9ced1e690736aa345e98cc59d0fd5e6c216804bfc73fa8,CAFE,Green Bay,US,00:00:00
688eab6642df57e9f9f6d98e3d7f513c09d4f26a8714946bba7c55b757ce0303,FAMILY_DINING,Loveland,US,00:00:00
d50d737c61680392a6c2eff327119a2a64e74410e6361b2e1f15f45423ae8b47,FOOD_TRUCK,Tampa,US,00:00:00
e528e0b4741ae8fae612e26027ff330e8ab89d3d8284bf332fa4e4a8e0f8677b,,Vancouver,CA,00:00:00
fcd20fa2247d52f841fe3d049474ba9dfc9a9ce04aea374431ac44ba5cc9aa57,,Calgary,CA,03:00:00
ffe3cf683c3b3d6f7c1ae13deb93a0bdb9f87ffb3b658bcf8f035af7dc96303d,FAMILY_DINING,Irving,US,00:00:00
0c0cc3c1cc7f990a22a5e921f99433d05f9e243cf865241997a08feb322db5d3,FOOD_TRUCK,La Grange,US,00:00:00
d5ed62213cc68e34309725cb3810a405abda7b52054b2299a3b58c256586afcb,FAMILY_DINING,Brooklin,US,00:00:00
35e7b5b034f1886da66ffea15cffe8b51d93bda21422f9c84214fa67d991f34f,FAST_FOOD,Whitby,CA,00:00:00
2d46aa25d07eebff792cbe24989fedcee75b88ee6311952858b213ca403e98fa,CAFE,Toronto,CA,00:00:00
627e4f781bcd2a5f5f339ab869746790d724acf7ad64637a21be13fa10c44cd2,BAKERY,Cambridge,CA,00:00:00
99bc620e00df2f38a189858edaf1ce8a474878db39ea0aa44e82a6de03f41a24,FAMILY_DINING,Toronto,CA,14:00:00
270f1725e7d3fcfb16860f8fa0df0af8161c7b71d2c9e388d0af00dcb678fb69,,Niagara Falls,CA,07:00:00
bcd010cc17e2662d30f3f9c7e79b1993366c27741e3884560db6a3052dd2f84e,FAST_CASUAL,Brampton,CA,00:00:00
f3a2f3840f95b256dd51620fca0030a1e3f6c979c3590bb537240319deb23532,BAKERY,Toronto,CA,00:00:00
c65d163777d5d546f72762fa3ea8d4322687602a4130e1ab34d4ee845c7f9d5a,FAMILY_DINING,Kitchener,CA,00:00:00
3154c9cc4526142b6c75f88dc9137ab19ca25643a9e8879fdcd921cb2f1ff8cf,,Toronto,CA,00:00:00
b333bda72c527298f208abab5586e4613be26119d0a7c2360cab61a82dc35559,,Gander,CA,09:00:00
d6090e80b249c7e2b8761474bd62d544767e06956d1ea1b194e67d9aa50ac172,,Burlington,CA,00:00:00
41aaa0c32d18e1c1716310cec9330586830a9d71dcfed5cdf455585274c4e6c6,FAST_CASUAL,Naples,US,00:00:00
